Category,Topic,Tonality,Summary
SMRT Corporate,Labour & Union,Neutral,"Same as Singapore Business Review 'SMRT ramps up headcount, launches search for 1,200 new staff'. Also, SMRT will raise salary so that they will ""at least be on par with the market"". However, a figure was not provided. Also, SMRT said that it will grow its headcount for about 30 percent from 7,000 staff in 2012 to more than 9,000 today."
SMRT Corporate,Labour & Union,Neutral,"Transport operator SMRT is looking to tie a bigger portion of its staff bonuses to how smoothly train and bus services are run, using a team-based incentive system. For example, rolling stock maintenance crews, who are tasked with keeping trains well-serviced, will be evaluated partly by how reliable their trains are in operation. ""They have to work collectively as team. Ultimately, the hope is to drive better services for the customers,"" said SMRT vice-president for human resources Gerard Koh. He said 70 per cent of staff bonuses is tied to operational KPIs, and will be increased to 80 per cent with the team-based incentives. These may be paid on top of the two to three months of annual bonuses that SMRT staff get, he added."
SMRT Corporate,General / Others,Neutral,"Digital advertising company, Icon Media Pte Ltd, owned by a Malay entrepreneur, Tengku Azan Shah, bought shares of a company based in US to strengthen his marketing business which is rapidly becoming border less. Amusement Digest Inc has been in operation for six years and specializes in guerrilla marketing - a marketing concept which is still new in the Asian market. Icon was founded by Mr Stahlmann five years ago after he stepped down as Head of NS Public Relations at SAF. The company's main business is to produce marketing and advertisement strategies through digital platform for clients including SMRT, Canadian Pizza, Singapore Police Force (SPF), Prime Minister Office (PMO) and the Ministry of Social and Family Development (MSF)."
SMRT Corporate,Labour & Union,Neutral,Same as TODAY 'Transport operators step up hiring game to draw more manpower'
SMRT Corporate,Labour & Union,Neutral,"SBS Transit is reviewing the starting salaries, benefits, allowances, incentives and entry bonuses of bus drivers, and is in talks with the National Transport Workers’ Union. Details will be announced when they are finalized. For 2016, SBS Transit plans to recruit about 250 bus captains, 80 bus technicians, and more than 500 rail operations and engineering staff members. She added that the company recently introduced a new incentive for its bus captains to get up to S$300 in payment a month “for achieving the required standards. On the other hand, SMRT yesterday unveiled its plans to hire 700 new rail staff and 500 new bus staff this year, which is a 15% and 20% increase in headcount respective. The new rail staff will be filled in the needs for new trains on the North-South and East-West Lines and the Circle Line, and the opening of four new MRT stations on the East-West Line’s extension to Tuas. Besides, more staff are also needed to enhance the capacity needed for renewal, upgrade and maintenance projects on SMRT’s rail network. Meanwhile, headcount at SMRT buses will be increased as more buses will be put on the road to reduce the waiting time for commuters. Moreover, SMRT will also provide better career advancement prospects and training for frontline Trains Engineering Maintenance leaders. It will also roll out a Team-Based Reliability Incentive for trains and buses staff which is linked to performance indicators that measure the reliability of services."
SMRT Corporate,Labour & Union,Neutral,Same as TODAY 'Transport operators step up hiring game to draw more manpower'
SMRT Corporate,Labour & Union,Neutral,Same as TODAY 'Transport operators step up hiring game to draw more manpower'
SMRT Corporate,Labour & Union,Neutral,Same as TODAY 'Transport operators step up hiring game to draw more manpower'.
SMRT Trains,Crisis / Delays & Distributions / Accidents / Safety,Neutral,Same as TNP 'Train fault delays MRT services'
SMRT Trains,Crisis / Delays & Distributions / Accidents / Safety,Neutral,Same as TNP 'Train fault delays MRT services'
SMRT Trains,Crisis / Delays & Distributions / Accidents / Safety,Neutral,Same as TNP 'Train fault delays MRT services'
SMRT Trains,Crisis / Delays & Distributions / Accidents / Safety,Neutral,Same as TNP 'Train fault delays MRT services'
SMRT Corporate,General / Others,Neutral,"French technology firm Thales - which counts Changi Airport, the Land Transport Authority (LTA) and the Singapore Armed Forces among its key clients in Singapore - has big growth plans here. Staff strength will grow almost 70 per cent to about 1,000 in five years, said group president Patrice Caine. ""We will continue to expand our current tie-ups in Singapore. For example, in ground transportation, there are many future projects beyond the ones we are currently executing for LTA and SMRT,"" he said."
SMRT Trains,Crisis / Delays & Distributions / Accidents / Safety,Neutral,"Additional travelling time from Jurong East to Joo Koon yesterday evening. SMRT sent out a tweet at 5.43pm about the train fault that caused an estimated additional travelling time of 15 minutes. At 6pm, it said there was no train service between Jurong East and Joo Koon. Minutes later, it tweeted that train service had resumed. But it said at 6.22pm: ""Due to a recurring train fault, please expect 20 minutes additional travelling time from #JurongEast to #JooKoon."" It tweeted at 6.42pm that services had resumed. Free bus and bus bridging services were available, it added."
SMRT Trains,Crisis / Delays & Distributions / Accidents / Safety,Neutral,"A recurring train fault on the East-West Line caused additional travelling time from Jurong East to Joo Koon yesterday evening. SMRT sent out a tweet at 5.43pm about the train fault that caused an estimated additional travelling time of 15 minutes. At 6pm, it said there was no train service between Jurong East and Joo Koon. Minutes later, it tweeted that train service had resumed. But it said at 6.22pm: ""Due to a recurring train fault, please expect 20 minutes additional travelling time from #Juron-gEast to #JooKoon."" It tweeted at 6.42pm that services had resumed. Free bus and bus bridging services were available, it added."
SMRT Buses,Crisis / Delays & Distributions / Accidents / Safety,Neutral,"A 17 year old youth was knocked down by a SMRT bus no. 307 around 4.20pm yesterday at the junction between Choa Chu Kang Ave 3 and Choa Chu Kang Way. The youth was suspected of using mobile phone while crossing the road and failed to pay attention to the road conditions. He was rushed to the hospital but was discharged after treatments yesterday. Patrick Nathan, vice president, corporate information and communications of SMRT, confirmed the incident and said investigations are still ongoing."
SMRT Trains,Crisis / Delays & Distributions / Accidents / Safety,Neutral,Members of public complained on the latest train fault along East-West Line on Friday evening with some of them spending 1.5 hrs from Tampines to Jurong East. A recurring train fault on the East-West Line caused additional travelling time from Jurong East to Joo Koon during Friday evening peak hours. A reader shared his difficulty of getting home during the service disruption and was later advised by SMRT staff to take a bus to Boon Lay Interchange.
SMRT Trains,Crisis / Delays & Distributions / Accidents / Safety,Neutral,"A recurring train fault on the East-West Line caused additional travelling time from Jurong East to Joo Koon yesterday evening. SMRT sent out a tweet at 5.43pm about the train fault that caused an estimated additional travelling time of 15 minutes. At 6pm, it said there was no train service between Jurong East and Joo Koon. Minutes later, it tweeted that train service had resumed. But it said at 6.22pm: ""Due to a recurring train fault, please expect 20 minutes additional travelling time from #JurongEast to #JooKoon."" It tweeted at 6.42pm that services had resumed. Free bus and bus bridging services were available, it added."
SMRT Corporate,Labour & Union,Neutral,"In response to the earlier statement that SMRT provides a starting pay of S$1,625 to both Singaporean and permanent resident bus captains, Zaobao made a correction stating that S$1,625 is only applicable to Singaporean bus captains."
SMRT Buses,Crisis / Delays & Distributions / Accidents / Safety,Neutral,"The driver of SMRT bus service 307 hit a 17-year-old boy who was browsing his phone on the road. Mr Patrick Nathan, vice-president of corporate information and communications at SMRT, said in a statement that an SMRT bus was involved in an accident with a pedestrian around Choa Chu Kang Way on Feb 19. Investigations are still ongoing."
SMRT Trains,Crisis / Delays & Distributions / Accidents / Safety,Neutral,"In this week's happiness index from Strait Times, 2/5 of the article talked about traffic issue. This includes a fault in the East-West line with an additional time for about 20 minutes. Also, the Civic District and part of the Central Business District will become a car free zone under a six-month pilot. This means that some roads will be closed during this plan."
SMRT Buses,Facilities & Services,Neutral,"Zaobao journalist, Li Jingyi, shared about the changes brought by two foreign bus operators, Tower Transit and Go-Ahead, to the local bus industry. Their differences in corporate culture and working environment have not only benefited bus captains but also drove existing operators to further improve their service qualities. For instance, they had offered a starting pay 5% and 15% higher that those from SBS Transit and SMRT respectively. Two days later, SMRT also announced a series of measures such as higher starting pay and new rewards to retain existing bus captains. At the same time, SBS Transit is also working on a new salary package for its bus captains. The writer hopes that the new changes and competitions could brought about a better bus service industry for all stakeholders."
SMRT Corporate,Labour & Union,Neutral,"In response to the attractive salary packages introduced by foreign transport operators to attract local bus captains, SMRT and SBS Transit have also revealed their recruitment plans for this year. Both will focus in the areas of salary and bonuses to attract bus captains. SBS Transit claimed it is still discussing the details of the salary package with National Transport Workers' Union. On the other hand, SMRT reviewed its plan recently such as raising the starting pay, introducing new bonuses and providing a more attractive career progression plan. It will also add 1,200 employees this year."
SMRT Buses,Facilities & Services,Neutral,"SBS and SMRT announced that a total of 15 bus services will be affected by road closures from Feb 27 to Feb 29 due to different events taking place. SMRT bus services 859, 859A, 882, 962, 980 and 981 will skip selected bus stops on Saturday from 7.00pm to 8.30pm due to temporary road closures at Sembawang for Chingay @ North. Also, on Sunday, from 5.00am to 7.00pm, SBS bus services 97, 100, 130, 131, 133, 186, 195, 400 and 402 will skip bus stops in the Civic District and parts of the Central Business District area as part of Car-Free Sunday SG. Bus service 130 will also skip the bus stop along Kitchener Road after King George’s Avenue from Sunday 12.00 pm to Monday 12.00 am, due to road closures for the Chinese New Year Garden Party."
SMRT Buses,Facilities & Services,Neutral,"SBS and SMRT announced that a total of 15 bus services will be affected by road closures from Feb 27 to Feb 29 due to different events taking place. SMRT bus services 859, 859A, 882, 962, 980 and 981 will skip selected bus stops on Saturday from 7.00pm to 8.30pm due to temporary road closures at Sembawang for Chingay @ North. Also, on Sunday, from 5.00am to 7.00pm, SBS bus services 97, 100, 130, 131, 133, 186, 195, 400 and 402 will skip bus stops in the Civic District and parts of the Central Business District area as part of Car-Free Sunday SG. Bus service 130 will also skip the bus stop along Kitchener Road after King George’s Avenue from Sunday 12.00 pm to Monday 12.00 am, due to road closures for the Chinese New Year Garden Party."
SMRT Buses,Facilities & Services,Neutral,Same as CNA '15 bus services to skip stops this weekend'
SMRT Buses,Facilities & Services,Neutral,"SBS and SMRT announced that a total of 15 bus services will be affected by road closures from Feb 27 to Feb 29 due to different events taking place. SMRT bus services 859, 859A, 882, 962, 980 and 981 will skip selected bus stops on Saturday from 7.00pm to 8.30pm due to temporary road closures at Sembawang for Chingay @ North. Also, on Sunday, from 5.00am to 7.00pm, SBS bus services 97, 100, 130, 131, 133, 186, 195, 400 and 402 will skip bus stops in the Civic District and parts of the Central Business District area as part of Car-Free Sunday SG. Bus service 130 will also skip the bus stop along Kitchener Road after King George’s Avenue from Sunday 12.00 pm to Monday 12.00 am, due to road closures for the Chinese New Year Garden Party."
SMRT Buses,Facilities & Services,Neutral,"15 bus services will be affected by road closures this weekend due to three separate events, SBS and SMRT announced on Monday. SMRT bus services will be diverted on Saturday, Feb 27 from 7pm to 8.30pm due to temporary road closures at Sembawang for Chingay @ North. The six bus SMRT services that will be affected are: 859, 859A, 882, 962, 980 and 981. SBS bus services 97, 100, 130, 131, 133, 186, 195, 400 and 402 will skip stops while services 400 and 402 will begin operations only from 9am."
SMRT Buses,Labour & Union,Neutral,"Zaobao journalist, Li Jingyi, shared about the changes brought by two foreign bus operators, Tower Transit and Go-Ahead, to the local bus industry. Their differences in corporate culture and working environment have not only benefited bus captains but also drove existing operators to further improve their service qualities. For instance, they had offered a starting pay 5% and 15% higher that those from SBS Transit and SMRT respectively. Two days later, SMRT also announced a series of measures such as higher starting pay and new rewards to retain existing bus captains. At the same time, SBS Transit is also working on a new salary package for its bus captains. The writer hopes that the new changes and competitions could brought about a better bus service industry for all stakeholders."
SMRT Buses,Crisis / Delays & Distributions / Accidents / Safety,Neutral,"A 12-year-old boy on a bicycle was waiting to cross a zebra crossing when he was unfortunately ran over by a bus. He was dragged along with his bicycle for 10.5 metres and while the bicycle was caught under the bus wheels and saved his life, he ended up having mobility issues. His father took the bus driver and bus company to High Court to seek damages for the accident that occurred along Choa Chu Kang North Ave 5 heading in the direction of Choa Chu Kang Way on Feb 22 2013. The three-day trial commenced today and the boy will be testifying in court while a doctor was summoned as a witness. The bus driver was previously fined $1,200 and banned from driving for 3 months for driving without a regard for the boy's safety."
SMRT Buses,Crisis / Delays & Distributions / Accidents / Safety,Neutral,"A 12-year-old boy on a bicycle was waiting to cross a zebra crossing when he was unfortunately ran over by a bus. He was dragged along with his bicycle for 10.5 metres and while the bicycle was caught under the bus wheels and saved his life, he ended up having mobility issues. His father took the bus driver and bus company to High Court to seek damages for the accident that occurred along Choa Chu Kang North Ave 5 heading in the direction of Choa Chu Kang Way on Feb 22 2013. The three-day trial commenced today and the boy will be testifying in court while a doctor was summoned as a witness. The bus driver was previously fined $1,200 and banned from driving for 3 months for driving without a regard for the boy's safety."
SMRT Buses,Crisis / Delays & Distributions / Accidents / Safety,Neutral,"In 2013, a 12-year-old boy riding across a zebra crossing in Choa Chu Kang on his bicycle was knocked down by an SMRT bus and dragged for about 10m. He then has permanent leg disabilities and his father sued the SMRT and the bus driver, seeking damages of about $638,000. Separately, the bus driver, Mr Muruga Muniandy, was fined $1,200 and banned from driving for three months after he pleaded guilty to inconsiderate driving in November 2013."
SMRT Buses,Crisis / Delays & Distributions / Accidents / Safety,Neutral,"In 2013, a 12-year-old boy riding across a zebra crossing in Choa Chu Kang on his bicycle was knocked down by an SMRT bus and dragged for about 10m. His left foot, which was pinned under the bus, was seriously crushed in the accident. Doctors managed to save his foot after five operations, but he was left with permanent disabilities. The boy's father, represented by Mr Tan Lian Beng, sued SMRT and the bus driver on his behalf, seeking damages of about $638,000. The claims include compensation for pain and suffering, medical expenses and loss of future earnings, and diminished earning capacity. Yesterday, a hearing in the High Court started to determine the issues of liability and quantum of damages. Neither the boy, who is now in Secondary 4, nor his father, a senior executive in a construction company, can be named as he is a minor"
SMRT Buses,Crisis / Delays & Distributions / Accidents / Safety,Neutral,Same as Wanbao 'Bus driver claimed to have not seen the boy being hit'
SMRT Buses,Crisis / Delays & Distributions / Accidents / Safety,Neutral,"During the hearing at the lawsuit of a 12-year-old boy and his father against a SMRT driver over a knockdown incident, the boy said he had knocked on the bus door to get the bus driver's attention to stop the bus but the bus driver claimed to have not seen the boy being hit. The incident happened at a pedestrian crossing near Choa Chu Kang North Street 5. It took place around 8.50pm on 22 Feb 2013. The boy's father sued SMRT and the bus driver on his behalf, seeking damages of about $640,000. Despite the prosecutor's claim for S$640,000 over the incident, the defendant believes the sentence should only be S$183,000 even if it claimed full responsibility over the incident."
SMRT Corporate,Facilities & Services,Neutral,"The LTA notified SMRT that it will buy 175 of its buses on May 31st. Though the amount of paying is not fixed, it is said to be approximately $66.3 million."
SMRT Corporate,Facilities & Services,Neutral,"According to a latest Zaobao survey on 307 readers, about 32.25% of the respondents believe better salary and welfare benefits could attract more bus captain applicants, which would result in better quality. However, 21.82% of the respondents believe salary is not linked to better service quality, while 18.24% respondents believe bus captain's salary should be increased regardless of service quality. Finally, 5.54% of the respondents claimed there is little competition as the bus operators operate on different routes. The survey came after both foreign bus operators, Tower Transit and Go-Ahead, introduced new salary remunerations that are higher than SBS Transit and SMRT by 5% and 15% respectively."
SMRT Buses,General / Others,Neutral,"In conjunction with the upcoming bus carnival, Land Transport Authority (LTA) and event organisers will exhibit various vintage artefacts from Singapore public bus industry's past, present and future. According to Zhang Weiwen from SMRT bus engineering and maintenance department, the buses had evolved from the manual transmission in the old days to auto transmission and GPS guidance system now."
SMRT Buses,Facilities & Services,Neutral,"As many as 70 new bus routes were launched in Singapore over the past four years, Singapore Bus Spotters Association, a group which is made up of 25 members who are passionate about spotting every make and model of bus on the roads, will study the services' frequencies, areas served and passenger loads. When they see things that can be improved, they send feedback to the LTA, SBS Transit and SMRT. The group estimates that it has submitted 300 to 400 pieces of feedback, including suggestions on how to improve existing routes."
SMRT Corporate,Labour & Union,Neutral,"National Transport Workers' Union (NTWU) will strive to finalise and sign a collective agreement with Tower Transit and Go Ahead groups within a year of their operations to safeguard the workers' interest. Although NTWU has signed MOU with both foreign bus operators, these MOUs are not legally binding and NTWU could only represent the workers when it signed a collective agreement with the bus operators. On the other hand, the collective agreement reached between NTWU and both local bus operators, SMRT and SBS Transit, are expected to end in 31 Dec and 30 June respectively."
SMRT Taxis,General / Others,Neutral,Same as ST Online 'Taxi companies encouraging cabbies to save water in Singapore water conservation drive'
SMRT Taxis,General / Others,Neutral,Same as ST Online 'Taxi companies encouraging cabbies to save water in Singapore water conservation drive'
SMRT Taxis,General / Others,Neutral,Same as ST Online 'Taxi companies encouraging cabbies to save water in Singapore water conservation drive'
SMRT Taxis,General / Others,Neutral,Same as ST Online 'Taxi companies encouraging cabbies to save water in Singapore water conservation drive'
SMRT Taxis,General / Others,Neutral,"Taxi companies will, for the first time, be spreading the water conservation message among cabbies in a concerted effort in March to mark World Water Day. This was among the plans national water agency PUB announced on Tuesday (March 1) to encourage people to save water here. Some 11,500 cabbies from ComfortDelGro, Trans-cab, Prime Taxi and SMRT Taxis will each receive a World Water Day themed pail to encourage them to save water when washing their taxis."
SMRT Taxis,General / Others,Neutral,Same as ST Online 'Taxi companies encouraging cabbies to save water in Singapore water conservation drive'
SMRT Trains,Rail & Engineering,Neutral,"The Bukit Panjang LRT (BPLRT) network - the oldest Light Rail Transit network in the Republic - is nearly at the end of its design life, and SMRT Singapore is working with the authorities to explore future alternatives. The aim is to provide a higher level of service reliability than current system within the next few years. SMRT said that the ageing signalling system and power-related issues have been the main reasons for delays on the system. However, SMRT engineers have been implementing interim measures such as sourcing for spares of components to improve the power distribution, signaling system, trains and track. In addition, SMRT has buses along the BPLRT route during peak travel periods to augment the system, while more staff are also being hired so that response time during breakdowns will be faster."
SMRT Trains,Rail & Engineering,Neutral,"The Bukit Panjang LRT (BPLRT) network - the oldest Light Rail Transit network in the Republic - is nearly at the end of its design life, and SMRT Singapore is working with the authorities to explore future alternatives. The aim is to provide a higher level of service reliability than current system within the next few years. SMRT said that the ageing signalling system and power-related issues have been the main reasons for delays on the system. However, SMRT engineers have been implementing interim measures such as sourcing for spares of components to improve the power distribution, signaling system, trains and track. In addition, SMRT has buses along the BPLRT route during peak travel periods to augment the system, while more staff are also being hired so that response time during breakdowns will be faster."
SMRT Taxis,General / Others,Neutral,"The month-long Singapore World Water Day kicked off on Tuesday, starting with tens of thousands of taxi drivers from ComfortDelGro Taxis, Trans-Cab, Prime Taxi and SMRT taxis. For the first time, 11,500 taxi drivers will each receive a pail with a message to use water wisely when washing their vehicles. The pails are collapsible, smaller than conventional ones, and can hold up to six litres of water - around three litres less than typical buckets."
SMRT Taxis,General / Others,Neutral,Same as ST Online 'Taxi companies encouraging cabbies to save water in Singapore water conservation drive'
SMRT Taxis,General / Others,Neutral,"Taxi companies will, for the first time, be spreading the water conservation message among cabbies in a concerted effort in March to mark World Water Day. This was among the plans national water agency PUB announced on Tuesday (March 1) to encourage people to save water here. Some 11,500 cabbies from ComfortDelGro, Trans-cab, Prime Taxi and SMRT Taxis will each receive a World Water Day themed pail to encourage them to save water when washing their taxis."
SMRT Taxis,General / Others,Neutral,Same as ST Online 'Taxi companies encouraging cabbies to save water in Singapore water conservation drive'
SMRT Trains,Rail & Engineering,Neutral,"The Bukit Panjang LRT (BPLRT) network - the oldest Light Rail Transit network in the Republic - is nearly at the end of its design life, and SMRT Singapore is working with the authorities to explore future alternatives. The aim is to provide a higher level of service reliability than current system within the next few years. SMRT said that the ageing signalling system and power-related issues have been the main reasons for delays on the system. However, SMRT engineers have been implementing interim measures such as sourcing for spares of components to improve the power distribution, signaling system, trains and track. In addition, SMRT has buses along the BPLRT route during peak travel periods to augment the system, while more staff are also being hired so that response time during breakdowns will be faster."
SMRT Trains,Labour & Union,Neutral,"Reader Seah Yam Meng believes it would be not fair for SMRT workers to be penalised for unpredictable MRT breakdowns. Instead, it would make more sense to tie the bonuses of the SMRT chief and other top brass to any breakdowns, as they are the ones who implement standard operating procedures and operations plans."
SMRT Trains,Crisis / Delays & Distributions / Accidents / Safety,Neutral,"Reader Seah Yam Meng believes it would be not fair for SMRT workers to be penalised for unpredictable MRT breakdowns. Instead, it would make more sense to tie the bonuses of the SMRT chief and other top brass to any breakdowns, as they are the ones who implement standard operating procedures and operations plans."
SMRT Trains,Crisis / Delays & Distributions / Accidents / Safety,Neutral,"Commuters on the Circle Line faced delays of more than 30 minutes after a train fault occurred near Nicoll Highway station on Thursday (Mar 3). According to operator SMRT's first post on Twitter at 11.39am, commuters were advised to add 20 minutes to their travelling time between Stadum station and Dhoby Ghaut/Marina Bay stations. It subsequently revised its advisory to between Paya Lebar and Dhoby Ghaut/Marina Bay MRT stations. Train services in both directions resumed by 12.23pm, although trains and platforms remain crowded, according to SMRT."
SMRT Trains,Crisis / Delays & Distributions / Accidents / Safety,Neutral,Same as CNA 'Circle Line service resumes after train fault causes delays'
SMRT Trains,Crisis / Delays & Distributions / Accidents / Safety,Neutral,Same as Today 'Fire breaks out at Tanjong Pagar Centre construction site'
SMRT Buses,Labour & Union,Neutral,Same as ZB 'Drivers all hoping to new public buses and private bus operators had to increase salary to retain them'
SMRT Trains,Crisis / Delays & Distributions / Accidents / Safety,Neutral,"A fire broke out in a construction site beside International Plaza on Anson Road. The fire at the construction site of Tanjong Pagar Centre was extinguished, and there were no injuries. SMRT shut the Tanjong Pagar MRT station exit next to the blaze to prevent smoke from entering. Trains ran normally."
SMRT Corporate,Labour & Union,Neutral,"Patrick Nathan, Vice-President Corporate Information and Communications of SMRT Corporation, believes reader Mr Seah Yam Meng may have misunderstood the structure of the Team-Based Reliability Incentive scheme in his forum letter (""Better to penalise SMRT top brass for service lapses""; yesterday). Mr Nathan stated that the scheme does not include a penalty component but seek to incentivise staff at all levels to excel in their work as a team, by paying bonuses when targets are met or exceeded. Senior management's bonuses have been, and continue to be, tied to a range of key performance indicators such as operational performance and reliability of our public transport service, customer experience, and the quality and strength of our workforce. Also, for senior management, a significantly larger portion of their pay is paid as variable performance-based bonuses, as compared with the rest of the workforce at SMRT. According to Mr Nathan, this is consistent with best practices in the industry for compensation and remuneration."
SMRT Trains,Crisis / Delays & Distributions / Accidents / Safety,Neutral,Same as ST 'Fire breaks out at Tg Pagar building site'
SMRT Trains,Crisis / Delays & Distributions / Accidents / Safety,Neutral,"Commuters travelling on the Circle Line on Thursday (March 3) found themselves delayed by about half an hour between the Paya Lebar and Dhoby Ghaut/Marina Bay stations. SMRT later reported via Twitter that train services had resumed at 12.23pm, but that trains and platforms were crowded."
SMRT Trains,Crisis / Delays & Distributions / Accidents / Safety,Neutral,Same as ST 'Fire breaks out at Tg Pagar building site'
SMRT Buses,Labour & Union,Neutral,"In response to the attractive salary package introduced by two UK bus operators namely Tower Transit and Go-Ahead groups, many bus drivers have hopped onto these two companies and they include private bus drivers. The two foreign bus operators have offered a starting pay of S$1,865 that is 5% and 15% higher that the pay of S$1,775 and S$1,625 from SBS Transit and SMRT respectively. As such, several private bus operators believe the starting pay of private bus drivers would also be increase by another S$100 to S$200 to retain the drivers. However, the pay rise might affect consumers as it would mean a higher fare to be charged by private bus operators."
SMRT Trains,Crisis / Delays & Distributions / Accidents / Safety,Neutral,Same as ST 'Fire breaks out at Tg Pagar building site'
SMRT Trains,Crisis / Delays & Distributions / Accidents / Safety,Neutral,"A fire broke out in a construction site beside International Plaza on Anson Road yesterday around 6pm. The fire at the construction site of Tanjong Pagar Centre was later extinguished, and there were no injuries. A total of 400 foreign workers were evacuated. Eight passengers were reportedly trapped in a lift due to the fire. Fortunately, they were rescued by a station staff, who forced open the lift and help extinguish the fire along the way with a fire extinguisher. SMRT shut the Tanjong Pagar MRT station exit next to the blaze to prevent smoke from entering."
SMRT Buses,Crisis / Delays & Distributions / Accidents / Safety,Neutral,"Two traffic accidents occurred in the vicinity of Woodlands within two hours. The two accidents took place at the junction of Woodlands Ave 6 and Ave 9 as well as junction of Sembawang Dr. and Woodlands Ave 10 at 8.30pm and 10.30pm respectively on Thurs. A total of 3 men were injured and sent to the hospital. The first accident involved a taxi and motorcycle while the later accident involved 7 vehicles including a van, bus, car, taxi, lorry and two motorcycles. Two in the first accident were sent to the hospital while a driver and two motorcyclists were injured and sent to the hospital in the second accident."
SMRT Buses,Crisis / Delays & Distributions / Accidents / Safety,Neutral,"Two traffic accidents occurred in the vicinity of Woodlands within two hours. The two accidents took place at the junction of Woodlands Ave 6 and Ave 9 as well as junction of Sembawang Dr. and Woodlands Ave 10 at 8.30pm and 10.30pm respectively on Thurs. A total of 3 men were injured and sent to the hospital. The first accident involved a taxi and motorcycle while the later accident involved 7 vehicles including a van, bus, car, taxi, lorry and two motorcycles. Two in the first accident were sent to the hospital while a driver and two motorcyclists were injured and sent to the hospital in the second accident."
SMRT Buses,Crisis / Delays & Distributions / Accidents / Safety,Neutral,"Two traffic accidents occurred in the vicinity of Woodlands within two hours. The two accidents took place at the junction of Woodlands Ave 6 and Ave 9 as well as junction of Sembawang Dr. and Woodlands Ave 10 at 8.30pm and 10.30pm respectively on Thurs. A total of 3 men were injured and sent to the hospital. The first accident involved a taxi and motorcycle while the later accident involved 7 vehicles including a van, bus, car, taxi, lorry and two motorcycles. Two in the first accident were sent to the hospital while a driver and two motorcyclists were injured and sent to the hospital in the second accident."
SMRT Taxis,Labour & Union,Neutral,"An online video became viral for showing a middle-aged man, who had difficulty walking, was in fact driving a Trans-cab Taxi. National Taxi Association (SMRT) deputy chairman, Liang Jiajun said he was initially worried about the Taxi driver's capability to provide adequate services. However, he urged others not to be too harsh on the Taxi driver as he might really need the job to earn a living. On the other hand, Trans-cab spokesperson stated that the driver in the video was certified by doctor to be fit for driving but he would go for a re-examination on Monday to be safe."
SMRT Trains,Service Excellence,Neutral,A piece of metal that came off an escalator in Jurong East MRT station on Saturday night caused commuters to flee in panic. A man hurt his knee in the chaos that ensued and was tended by SMRT staff.
SMRT Buses,Crisis / Delays & Distributions / Accidents / Safety,Neutral,"Five passengers were injured in an accident involving two public buses along Orchard Road on Monday (March 7). The accident took place near Ngee Ann City - in the direction of Bras Basah Road - at around 11.45am. One of the buses belonged to operator SBS Transit, while the other was an SMRT bus. The five injured, aged between 18 and 70, were onboard the SBS Transit bus when the accident happened. Police investigations are ongoing."
SMRT Buses,Crisis / Delays & Distributions / Accidents / Safety,Neutral,"Five passengers were injured in an accident involving two public buses along Orchard Road on Monday (March 7). The accident took place near Ngee Ann City - in the direction of Bras Basah Road - at around 11.45am. One of the buses belonged to operator SBS Transit, while the other was an SMRT bus. The five injured, aged between 18 and 70, were onboard the SBS Transit bus when the accident happened. Police investigations are ongoing."
SMRT Buses,General / Others,Neutral,"Five passengers were injured in an accident involving two public buses along Orchard Road on Monday (March 7). The accident took place near Ngee Ann City - in the direction of Bras Basah Road - at around 11.45am. One of the buses belonged to operator SBS Transit, while the other was an SMRT bus. The five injured, aged between 18 and 70, were onboard the SBS Transit bus when the accident happened. Police investigations are ongoing."
SMRT Buses,Crisis / Delays & Distributions / Accidents / Safety,Neutral,"Five passengers were injured in an accident involving two public buses along Orchard Road on Monday (March 7). The accident took place near Ngee Ann City - in the direction of Bras Basah Road - at around 11.45am. One of the buses belonged to operator SBS Transit, while the other was an SMRT bus. The five injured, aged between 18 and 70, were onboard the SBS Transit bus when the accident happened. Police investigations are ongoing."
SMRT Buses,Crisis / Delays & Distributions / Accidents / Safety,Neutral,"Five passengers were injured in an accident involving two public buses along Orchard Road on Monday (March 7). The accident took place near Ngee Ann City - in the direction of Bras Basah Road - at around 11.45am. One of the buses belonged to operator SBS Transit, while the other was an SMRT bus. The five injured, aged between 18 and 70, were onboard the SBS Transit bus when the accident happened. Police investigations are ongoing."
SMRT Trains,Service Excellence,Neutral,A piece of metal that came off an escalator in Jurong East MRT station on Saturday night caused commuters to flee in panic. A man hurt his knee in the chaos that ensued but his injury was tended by SMRT staff.
SMRT Buses,Facilities & Services,Neutral,"LTA holds the inaugural bus carnival in Singapore and the public can catch all the action over three weekends. The carnival aims to give the public a glimpse into the illustrious past of the industry and a peek into the future. Among some of the tips shared, SMRT bus service 858 was noted as the longest bus route from Woodlands to Changi Airport. In addition, SMRT bus service 925 is shared as a recommended route as it travels near to Kranji reservoir, Malaysia and Sungei Kadut."
SMRT Corporate,Service Excellence,Neutral,"Bus and rail ridership rose by 4.1 per cent last year to hit a daily average of 6.9 million, a new record and the 11th consecutive annual rise since 2005. According to statistics from the Land Transport Authority (LTA), LRT patronage led the growth, increasing by 10.9 per cent to 152,000 passenger trips per day. This was followed by MRT trips, which climbed 4.2 per cent to 2.9 million. Together, rail ridership grew 4.6 per cent to cross the three million mark for the first time - more than double the ridership a decade ago. Bus passenger trips grew by 3.7 per cent to 3.9 million. The public transport ridership growth has come on the back of a growing population and more prohibitive car prices."
